focus_id,required_focus_id
CHI_industrial_evacuations,CHI_war_of_resistance
CHI_war_of_national_liberation,CHI_war_of_resistance
CHI_scorched_earth_tactics,CHI_war_of_resistance
CHI_war_of_anti_imperialism,CHI_war_of_national_liberation
CHI_forced_conscription,CHI_scorched_earth_tactics
CHI_dare_to_die_corps,CHI_forced_conscription
CHI_fortify_shanghai,CHI_military_affairs_commission
CHI_the_chinese_hindenburg_line,CHI_fortify_shanghai
CHI_army_reform,CHI_military_affairs_commission
CHI_bureau_of_investigation_and_statistics,CHI_military_affairs_commission
CHI_60_divisions_plan,CHI_army_reform
CHI_whampoa_military_academy,CHI_bureau_of_investigation_and_statistics
CHI_expand_the_academica_sinica,CHI_unified_industrial_planning
CHI_chemical_research_institute,CHI_expand_the_academica_sinica
CHI_rural_reconstruction_movement,CHI_unified_industrial_planning
CHI_mining_commission,CHI_rural_reconstruction_movement
CHI_taiyuan_arsenal,CHI_mining_commission
CHI_develop_the_hanyan_arsenal,CHI_mining_commission
CHI_financial_policy,CHI_unified_industrial_planning
CHI_price_controls,CHI_financial_policy
CHI_grain_tax,CHI_price_controls
CHI_reform_the_national_bank,CHI_price_controls
CHI_forced_loans,CHI_reform_the_national_bank
CHI_accelerate_the_tutelage,CHI_end_military_primacy
CHI_revive_the_chinese_action_committee,CHI_accelerate_the_tutelage
CHI_revive_the_new_culture_movement,CHI_accelerate_the_tutelage
CHI_invite_carsun_chang,CHI_accelerate_the_tutelage
CHI_give_protection_of_civil_rights,CHI_accelerate_the_tutelage
CHI_ally_the_young_china_party,CHI_accelerate_the_tutelage
CHI_rural_reconstruction_movement_sea,CHI_accelerate_the_tutelage
CHI_sino_american_joint_commission_on_rural_reconstruction,CHI_rural_reconstruction_movement_sea
CHI_a_matter_of_will,CHI_rural_reconstruction_movement_sea
CHI_glorify_deng_yanda,CHI_revive_the_chinese_action_committee
CHI_apply_yandas_work,CHI_revive_the_chinese_action_committee
CHI_socialize_major_industries,CHI_invite_carsun_chang
CHI_a_burgeoning_welfare_state,CHI_invite_carsun_chang
CHI_truly_free_speech,CHI_give_protection_of_civil_rights
CHI_a_control_yuan_with_teeth,CHI_give_protection_of_civil_rights
CHI_unify_as_the_china_democratic_league,CHI_accelerate_the_tutelage
CHI_continue_the_ding_xian_experiment,CHI_unify_as_the_china_democratic_league
CHI_minsheng_focus,CHI_continue_the_ding_xian_experiment
CHI_minzu_focus,CHI_continue_the_ding_xian_experiment
CHI_minquan_focus,CHI_continue_the_ding_xian_experiment
CHI_demand_regional_adherence,CHI_minzu_focus
CHI_demand_regional_adherence,CHI_minquan_focus
CHI_demand_regional_adherence,CHI_minsheng_focus
CHI_zhonghua_minzu_focus,CHI_demand_regional_adherence
CHI_leverage_contacts,CHI_unify_as_the_china_democratic_league
CHI_reach_out_for_help,CHI_leverage_contacts
CHI_utilize_the_albazinian_contact,CHI_leverage_contacts
CHI_deal_with_the_shadow_elements,CHI_unify_as_the_china_democratic_league
CHI_toward_a_socialist_economy,CHI_deal_with_the_shadow_elements
CHI_enact_georgist_tax_reforms,CHI_deal_with_the_shadow_elements
CHI_shifting_the_balance,CHI_toward_a_socialist_economy
CHI_the_german_mission,CHI_leverage_contacts
CHI_reach_out_to_expats,CHI_leverage_contacts
CHI_invoke_the_nine_powers,CHI_leverage_contacts
CHI_aeronautical_expertise,CHI_reach_out_to_expats
CHI_expand_the_faction,CHI_shifting_the_balance
CHI_make_a_stand_against_the_colonialists,CHI_shifting_the_balance
CHI_spreading_the_light_of_freedom,CHI_expand_the_faction
CHI_correct_a_historical_wrong,CHI_make_a_stand_against_the_colonialists
CHI_championing_the_cause_of_liberty,CHI_spreading_the_light_of_freedom
CHI_championing_the_cause_of_liberty,CHI_correct_a_historical_wrong
CHI_prepare_for_a_change_in_leadership,CHI_dang_guo
CHI_avoid_another_crisis,CHI_prepare_for_a_change_in_leadership
CHI_lay_the_foundation_for_a_united_china,CHI_prepare_for_a_change_in_leadership
CHI_preempt_the_inevitable,CHI_avoid_another_crisis
CHI_utilize_german_contacts,CHI_avoid_another_crisis
CHI_look_for_allies,CHI_lay_the_foundation_for_a_united_china
CHI_infiltrate_the_examination_yuan,CHI_look_for_allies
CHI_take_control_of_the_executive_yuan,CHI_look_for_allies
CHI_our_people_in_the_legislative,CHI_look_for_allies
CHI_clear_out_sycophants,CHI_take_control_of_the_executive_yuan
CHI_impair_the_control_yuan,CHI_take_control_of_the_executive_yuan
CHI_impair_the_control_yuan,CHI_our_people_in_the_legislative
CHI_appoint_sympathetic_judges,CHI_take_control_of_the_executive_yuan
CHI_appoint_sympathetic_judges,CHI_our_people_in_the_legislative
CHI_close_whampoa,CHI_our_people_in_the_legislative
CHI_censure_the_opposition,CHI_impair_the_control_yuan
CHI_the_freedom_to_abject,CHI_impair_the_control_yuan
CHI_the_freedom_to_abject,CHI_appoint_sympathetic_judges
CHI_expropriate_industrialists,CHI_appoint_sympathetic_judges
CHI_politicise_the_process,CHI_infiltrate_the_examination_yuan
CHI_a_functioning_bureaucracy_first,CHI_infiltrate_the_examination_yuan
CHI_extend_jurisdiction_to_the_provinces,CHI_infiltrate_the_examination_yuan
CHI_extend_jurisdiction_to_the_provinces,CHI_impair_the_control_yuan
CHI_affirm_civilian_primacy,CHI_close_whampoa
CHI_proclaim_a_new_chapter,CHI_politicise_the_process
CHI_proclaim_a_new_chapter,CHI_the_freedom_to_abject
CHI_proclaim_a_new_chapter,CHI_affirm_civilian_primacy
CHI_victory_over_the_invaders,CHI_tour_the_west
CHI_petition_territorial_restoration,CHI_victory_over_the_invaders
CHI_crush_the_communists,CHI_victory_over_the_invaders
CHI_request_handover_of_coastal_cities,CHI_victory_over_the_invaders
CHI_negotiate_the_nine_powers_treaty,CHI_proclaim_a_new_chapter
CHI_start_looking_outwards,CHI_proclaim_a_new_chapter
CHI_liberate_the_peoples_of_asia,CHI_start_looking_outwards
CHI_punish_the_signatories,CHI_liberate_the_peoples_of_asia
CHI_bring_the_revolution_further,CHI_liberate_the_peoples_of_asia
CHI_end_the_humiliation,CHI_punish_the_signatories
CHI_end_the_humiliation,CHI_bring_the_revolution_further
CHI_denounce_feudalism,CHI_dang_guo
CHI_one_nation_undivided,CHI_denounce_feudalism
CHI_decree_the_end_to_corruption,CHI_denounce_feudalism
CHI_reinforce_connections_with_shanghai_elites,CHI_denounce_feudalism
CHI_introduce_the_baojia_system,CHI_one_nation_undivided
CHI_expand_the_tongzi_jun,CHI_one_nation_undivided
CHI_demonstrate_our_resolve,CHI_one_nation_undivided
CHI_arrest_the_seven_gentlemen,CHI_decree_the_end_to_corruption
CHI_reshuffle_the_green_gang,CHI_reinforce_connections_with_shanghai_elites
CHI_legitimise_du,CHI_reinforce_connections_with_shanghai_elites
CHI_inspect_the_troops,CHI_introduce_the_baojia_system
CHI_secure_the_soviet_border,CHI_demonstrate_our_resolve
CHI_send_the_first_lady_abroad,CHI_demonstrate_our_resolve
CHI_take_advantage_of_dus_contacts,CHI_legitimise_du
CHI_draw_support_from_the_big_families,CHI_arrest_the_seven_gentlemen
CHI_prosecute_cronyism,CHI_arrest_the_seven_gentlemen
CHI_crack_down_on_illicit_goods,CHI_decree_the_end_to_corruption
CHI_turn_a_blind_eye,CHI_decree_the_end_to_corruption
CHI_weaponise_the_hongmen,CHI_reshuffle_the_green_gang
CHI_facilitate_operation_zet,CHI_secure_the_soviet_border
CHI_from_many_to_one,CHI_inspect_the_troops
CHI_request_soviet_advisors,CHI_secure_the_soviet_border
CHI_the_northwest_highway,CHI_secure_the_soviet_border
CHI_collaborate_with_allied_forces,CHI_send_the_first_lady_abroad
CHI_scout_for_air_experts,CHI_send_the_first_lady_abroad
CHI_sell_lend_lease,CHI_secure_the_soviet_border
CHI_international_instructors,CHI_scout_for_air_experts
CHI_allocate_lend_lease,CHI_secure_the_soviet_border
CHI_burma_campaign,CHI_collaborate_with_allied_forces
CHI_indo_chinese_campaign,CHI_collaborate_with_allied_forces
CHI_international_squadron,CHI_scout_for_air_experts
CHI_form_the_chinese_womens_national_war_relief_society,CHI_inspect_the_troops
CHI_towards_a_professional_army,CHI_from_many_to_one
CHI_towards_a_popular_army,CHI_from_many_to_one
CHI_the_hanoi_route,CHI_send_the_first_lady_abroad
CHI_form_saco,CHI_burma_campaign
CHI_the_burma_road,CHI_send_the_first_lady_abroad
CHI_the_hump_sea,CHI_send_the_first_lady_abroad
CHI_women_in_the_war_effort,CHI_form_the_chinese_womens_national_war_relief_society
CHI_the_sky_cannot_have_two_suns,CHI_towards_a_professional_army
CHI_preemptive_strike,CHI_politicise_the_process
CHI_tour_the_north,CHI_the_sky_cannot_have_two_suns
CHI_tour_the_west,CHI_the_sky_cannot_have_two_suns
CHI_tour_the_south,CHI_the_sky_cannot_have_two_suns
CHI_a_generalissimo_for_all_of_china,CHI_tour_the_north
CHI_empower_the_mtac,CHI_petition_territorial_restoration
CHI_unify_the_admissions_process,CHI_petition_territorial_restoration
CHI_retreat_to_taiwan,CHI_crush_the_communists
CHI_joining_the_international_community,CHI_a_generalissimo_for_all_of_china
CHI_a_world_freed_from_communism,CHI_joining_the_international_community
CHI_subjugate_korea,CHI_a_generalissimo_for_all_of_china
CHI_reclaim_the_north,CHI_subjugate_korea
CHI_china_reborn,CHI_denounce_feudalism
CHI_co_opt_the_koh_hsin_movement,CHI_strengthening_our_resolve
CHI_mend_the_rift_with_hu,CHI_strengthening_our_resolve
CHI_revive_the_western_hills_group,CHI_strengthening_our_resolve
CHI_reform_the_blue_shirts,CHI_china_reborn
CHI_reform_the_blue_shirts,CHI_outlaw_opposition_parties
CHI_empower_the_bureau_of_investigation_and_statistics,CHI_china_reborn
CHI_revise_the_national_curriculum,CHI_china_reborn
CHI_target_upper_society,CHI_china_reborn
CHI_outlaw_opposition_parties,CHI_mend_the_rift_with_hu
CHI_seek_out_western_fascist_cooperation,CHI_outlaw_opposition_parties
CHI_a_chapter_in_every_village,CHI_reform_the_blue_shirts
CHI_secure_the_northern_front,CHI_outlaw_opposition_parties
CHI_a_party_unified,CHI_outlaw_opposition_parties
CHI_a_popular_movement,CHI_reform_the_blue_shirts
CHI_integrate_the_hongmen,CHI_reform_the_blue_shirts
CHI_ban_immoral_entertainment,CHI_target_upper_society
CHI_develop_counterinsurgency_tactics,CHI_empower_the_bureau_of_investigation_and_statistics
CHI_a_brotherhood_for_china,CHI_empower_the_bureau_of_investigation_and_statistics
CHI_nationalize,CHI_a_chapter_in_every_village
CHI_militarize,CHI_a_chapter_in_every_village
CHI_productive,CHI_a_chapter_in_every_village
CHI_enforce__virtues,CHI_ban_immoral_entertainment
CHI_whampoa_ideological_primacy,CHI_integrate_the_hongmen
CHI_postpone_the_tutelage,CHI_a_party_unified
CHI_expel_the_occupiers,CHI_a_party_unified
CHI_put_an_end_to_PRC,CHI_a_party_unified
CHI_second_father_of_the_nation,CHI_outlaw_opposition_parties
CHI_weaponise_the_faithful,CHI_whampoa_ideological_primacy
CHI_political_advisors_in_every_division,CHI_whampoa_ideological_primacy
CHI_an_alternative_rooted_in_tradition,CHI_militarize
CHI_reject_the_nine_powers,CHI_postpone_the_tutelage
CHI_setting_a_new_standard,CHI_weaponise_the_faithful
CHI_eternal_revolution,CHI_reject_the_nine_powers
CHI_eternal_revolution,CHI_an_alternative_rooted_in_tradition
CHI_reclaim_what_was_lost,CHI_eternal_revolution
CHI_bring_the_wayward_back_into_the_fold,CHI_eternal_revolution
CHI_retake_coastal_cities,CHI_eternal_revolution
CHI_a_new_middle_kingdom,CHI_bring_the_wayward_back_into_the_fold
CHI_a_new_middle_kingdom,CHI_reclaim_what_was_lost
CHI_a_new_middle_kingdom,CHI_retake_coastal_cities
CHI_the_southern_mandate,CHI_a_new_middle_kingdom
CHI_the_northern_mandate,CHI_a_new_middle_kingdom
CHI_the_greater_game,CHI_a_new_middle_kingdom
CHI_cradle_of_civilization,CHI_the_greater_game
CHI_set_up_an_nco_school,CHI_military_affairs_commission_sea
CHI_formalize_field_promotions,CHI_military_affairs_commission_sea
CHI_crackdown_on_corruption_in_recruitment,CHI_set_up_an_nco_school
CHI_reorganise_the_train,CHI_crackdown_on_corruption_in_recruitment
CHI_rely_on_locals,CHI_crackdown_on_corruption_in_recruitment
CHI_focus_on_meritocratic_principles,CHI_reorganise_the_train
CHI_focus_on_meritocratic_principles,CHI_rely_on_locals
CHI_form_the_combined_logistics_command,CHI_focus_on_meritocratic_principles
CHI_protracted_warfare,CHI_military_affairs_commission_sea
CHI_decisive_battles,CHI_military_affairs_commission_sea
CHI_invest_in_mountain_guns,CHI_decisive_battles
CHI_repurpose_fort_artillery,CHI_decisive_battles
CHI_fund_the_marine_corp,CHI_decisive_battles
CHI_the_4_defence_areas,CHI_protracted_warfare
CHI_defence_in_depth,CHI_protracted_warfare
CHI_prepare_the_war_zones,CHI_decisive_battles
CHI_guerrilla_warfare,CHI_defence_in_depth
CHI_rapidity_is_the_essence_of_war,CHI_prepare_the_war_zones
CHI_organise_the_200th_division,CHI_decisive_battles
CHI_motorise_our_infantry,CHI_decisive_battles
CHI_bog_them_down_in_the_centre,CHI_defence_in_depth
CHI_appear_where_you_are_not_expected,CHI_prepare_the_war_zones
CHI_relocate_factories_from_the_coast,CHI_defence_in_depth
CHI_state_aa,CHI_the_4_defence_areas
CHI_coastal_forts,CHI_the_4_defence_areas
CHI_salvage_enemy_equipment,CHI_relocate_factories_from_the_coast
CHI_commemorate_the_labour_corps,CHI_bog_them_down_in_the_centre
CHI_utilise_the_terrain,CHI_bog_them_down_in_the_centre
CHI_train_for_asymmetry,CHI_guerrilla_warfare
CHI_know_thy_enemy,CHI_appear_where_you_are_not_expected
CHI_know_thy_self,CHI_organise_the_200th_division
CHI_armoured_car_tactics,CHI_motorise_our_infantry
CHI_serve_the_country_with_utmost_loyalty,CHI_train_for_asymmetry
CHI_the_well_timed_swoop_of_a_falcon,CHI_know_thy_self
CHI_the_well_timed_swoop_of_a_falcon,CHI_know_thy_enemy
CHI_bring_the_war_home,CHI_rocaf
CHI_open_afamf_plants,CHI_rocaf
CHI_projecting_power,CHI_rocaf
CHI_strike_at_what_is_weak,CHI_projecting_power
CHI_a_wind_that_rises_in_the_daytime_lasts_long,CHI_strike_at_what_is_weak
CHI_but_a_night_breeze_soon_falls,CHI_strike_at_what_is_weak
CHI_escort_efficiency,CHI_but_a_night_breeze_soon_falls
CHI_controlling_our_skies,CHI_rocaf
CHI_interception_detection,CHI_controlling_our_skies
CHI_focus_on_positional_advantage,CHI_interception_detection
CHI_effectivize_ground_crew_usage,CHI_interception_detection
CHI_coordinate_with_the_army,CHI_focus_on_positional_advantage
CHI_coordinate_with_the_army,CHI_effectivize_ground_crew_usage
CHI_officialize_the_rocaf,CHI_coordinate_with_the_army
CHI_hongxiang_force,CHI_officialize_the_rocaf
CHI_an_appropriate_design,CHI_projecting_power
CHI_reorganise_the_central_armys_academy_aviation_corps,CHI_rocaf
CHI_formalise_training_regime,CHI_reorganise_the_central_armys_academy_aviation_corps
CHI_conserve_our_pilots,CHI_formalise_training_regime
CHI_conserve_our_pilots,CHI_controlling_our_skies
CHI_camco_primacy,CHI_reorganise_the_central_armys_academy_aviation_corps
CHI_SINAW_primacy,CHI_reorganise_the_central_armys_academy_aviation_corps
CHI_initiate_the_sky_projects,CHI_officialize_the_rocaf
CHI_focus_on_the_Tianlong_project,CHI_officialize_the_rocaf
CHI_VTOL_experiments,CHI_camco_primacy
CHI_VTOL_experiments,CHI_coordinate_with_the_army
CHI_develop_northern_naval_logistics,CHI_republic_of_china_navy
CHI_develop_southern_naval_logistics,CHI_republic_of_china_navy
CHI_foreign_acquisition,CHI_republic_of_china_navy
CHI_concerted_push,CHI_develop_northern_naval_logistics
CHI_local_alloy_commission,CHI_develop_northern_naval_logistics
CHI_deny_the_enemy,CHI_republic_of_china_navy
CHI_dominate_the_enemy,CHI_republic_of_china_navy
CHI_navy_spooks,CHI_dominate_the_enemy
CHI_promote_admiral,CHI_deny_the_enemy
CHI_heavy_ship_research,CHI_dominate_the_enemy
CHI_strike_from_below,CHI_deny_the_enemy
CHI_fund_the_naval_air_establishment,CHI_deny_the_enemy
CHI_early_detections,CHI_fund_the_naval_air_establishment
CHI_defend_our_coasts,CHI_fund_the_naval_air_establishment
CHI_long_range,CHI_strike_from_below
CHI_battleship_focus,CHI_heavy_ship_research
CHI_coastal_defence,CHI_strike_from_below
CHI_heavy_cruiser_focus,CHI_heavy_ship_research
CHI_mobile_bases,CHI_heavy_ship_research
CHI_naval_separate_defense_plan,CHI_mobile_bases
CHI_the_seas_of_tomorrow,CHI_battleship_focus
CHI_long_range_screens,CHI_battleship_focus
CHI_institute_a_national_registry_of_property,CHI_promote_the_national_currency
CHI_the_three_year_plan,CHI_promote_the_national_currency
CHI_extend_compulsory_education,CHI_promote_the_national_currency
CHI_initiate_the_gung_ho_movement,CHI_promote_the_national_currency
CHI_expand_the_bureaucracy,CHI_extend_compulsory_education
CHI_send_the_urban_students_to_the_countryside,CHI_extend_compulsory_education
CHI_find_foreign_financiers,CHI_the_three_year_plan
CHI_fund_the_plan_domestically,CHI_the_three_year_plan
CHI_finance_cooperatives,CHI_initiate_the_gung_ho_movement
CHI_introduce_income_tax,CHI_institute_a_national_registry_of_property
CHI_redistribute_land,CHI_institute_a_national_registry_of_property
CHI_expand_academica_sinica,CHI_expand_the_bureaucracy
CHI_expand_the_chinese_academy_of_sciences,CHI_expand_academica_sinica
CHI_expand_the_cooperatives,CHI_finance_cooperatives
CHI_administer_cooperatives,CHI_finance_cooperatives
CHI_monopolise_resource_extraction,CHI_find_foreign_financiers
CHI_invite_foreign_experts,CHI_find_foreign_financiers
CHI_print_money_for_the_army,CHI_redistribute_land
CHI_maintain_adequate_currency_reserves,CHI_introduce_income_tax
CHI_develop_the_chemical_industry,CHI_monopolise_resource_extraction
CHI_grow_the_coal_industry,CHI_monopolise_resource_extraction
CHI_tungsten_and_antimony_extraction,CHI_monopolise_resource_extraction
CHI_central_steel_and_machine_works,CHI_monopolise_resource_extraction
CHI_empower_those_that_have_lost,CHI_expand_the_cooperatives
CHI_empower_those_that_have_lost,CHI_administer_cooperatives
CHI_found_a_modern_fertiliser_plant,CHI_develop_the_chemical_industry
CHI_import_fertilisers,CHI_develop_the_chemical_industry
CHI_construct_the_banqiao_dam,CHI_found_a_modern_fertiliser_plant
CHI_construct_the_banqiao_dam,CHI_central_steel_and_machine_works
CHI_construct_the_banqiao_dam,CHI_tungsten_and_antimony_extraction
CHI_expand_national_sun_yat_sen_university,CHI_construct_the_banqiao_dam
CHI_sea_three_principles_of_the_people,CHI_tsr_repoen_the_natioal_assembly
CHI_sea_welfare,CHI_sea_three_principles_of_the_people
CHI_sea_refugee_relief_agency,CHI_sea_welfare
CHI_sea_land_tax_reform,CHI_sea_welfare
CHI_sea_new_life_movement,CHI_sea_refugee_relief_agency
CHI_sea_unemployment_assistance,CHI_sea_land_tax_reform
CHI_sea_free_hospitals,CHI_sea_new_life_movement
CHI_sea_free_hospitals,CHI_sea_unemployment_assistance
CHI_sea_rural_schooling,CHI_sea_free_hospitals
CHI_sea_democracy,CHI_sea_three_principles_of_the_people
CHI_sea_constitutional_reform,CHI_sea_democracy
CHI_sea_republicanism,CHI_sea_constitutional_reform
CHI_sea_inter_party_coordination_council,CHI_sea_constitutional_reform
CHI_sea_inter_party_coordination_council,CHI_sea_executive_yuan
CHI_sea_judicial_yuan,CHI_sea_republicanism
CHI_sea_judicial_yuan,CHI_sea_inter_party_coordination_council
CHI_sea_control_yuan,CHI_sea_judicial_yuan
CHI_sea_control_yuan,CHI_sea_legislative_yuan
CHI_sea_examination_yuan,CHI_sea_control_yuan
CHI_sea_executive_yuan,CHI_sea_democracy
CHI_sea_legislative_yuan,CHI_sea_executive_yuan
CHI_sea_legislative_yuan,CHI_sea_inter_party_coordination_council
CHI_sea_nationalism,CHI_sea_three_principles_of_the_people
CHI_sea_prioritize_the_interior,CHI_sea_nationalism
CHI_sea_anti_communism,CHI_sea_prioritize_the_interior
CHI_sea_pick_a_fight_with_japan,CHI_sea_anti_communism
CHI_sea_subjugate_the_warlords,CHI_sea_prioritize_the_interior
CHI_sea_war_of_resistance,CHI_sea_pick_a_fight_with_japan
CHI_sea_industrial_evacuations,CHI_sea_war_of_resistance
CHI_sea_war_of_national_liberation,CHI_sea_war_of_resistance
CHI_sea_scorched_earth_tactics,CHI_sea_war_of_resistance
CHI_sea_war_of_anti_imperialism,CHI_sea_war_of_national_liberation
CHI_sea_forced_conscription,CHI_sea_scorched_earth_tactics
CHI_sea_dare_to_die_corps,CHI_sea_forced_conscription
CHI_tsr_legacy_of_the_hongxian_emperor,CHI_tsr_form_a_preparatory_committee
CHI_tsr_coronation_at_the_temple_of_heaven,CHI_tsr_form_a_preparatory_committee
CHI_tsr_outlaw_the_kmt_and_cpc,CHI_tsr_form_a_preparatory_committee
CHI_tsr_restoration_of_the_chinese_empire,CHI_tsr_outlaw_the_kmt_and_cpc
CHI_tsr_restoration_of_the_chinese_empire,CHI_tsr_coronation_at_the_temple_of_heaven
CHI_tsr_restoration_of_the_chinese_empire,CHI_tsr_legacy_of_the_hongxian_emperor
CHI_tsr_adopt_the_twelve_symbols,CHI_tsr_restoration_of_the_chinese_empire
CHI_tsr_reinstate_the_new_imperial_code,CHI_tsr_restoration_of_the_chinese_empire
CHI_tsr_reestablish_xinhua_palace,CHI_tsr_restoration_of_the_chinese_empire
CHI_tsr_reclaim_the_mandate_of_heaven,CHI_tsr_reestablish_xinhua_palace
CHI_tsr_reclaim_the_mandate_of_heaven,CHI_tsr_reinstate_the_new_imperial_code
CHI_tsr_reclaim_the_mandate_of_heaven,CHI_tsr_adopt_the_twelve_symbols
CHI_tsr_five_races_under_one_union,CHI_tsr_reclaim_the_mandate_of_heaven
CHI_tsr_zhonghua_minzu,CHI_tsr_five_races_under_one_union
CHI_tsr_reestablish_the_beiyang_army,CHI_tsr_reclaim_the_mandate_of_heaven
CHI_tsr_reestablish_the_wuwei_corps,CHI_tsr_reestablish_the_beiyang_army
CHI_tsr_never_another_national_protection_war,CHI_tsr_reclaim_the_mandate_of_heaven
CHI_tsr_tianxia,CHI_tsr_never_another_national_protection_war
CHI_tsr_military_industrial_collaboration,CHI_tsr_the_reorganied_government
CHI_tsr_industrial_expansion_cooperation,CHI_tsr_the_reorganied_government
CHI_tsr_expand_the_nanjing_army,CHI_tsr_industrial_expansion_cooperation
CHI_tsr_expand_the_nanjing_army,CHI_tsr_military_industrial_collaboration
CHI_tsr_promote_tridemism,CHI_tsr_expand_the_nanjing_army
CHI_tsr_peace,CHI_tsr_promote_tridemism
CHI_tsr_anti_communism,CHI_tsr_promote_tridemism
CHI_tsr_national_construction,CHI_tsr_promote_tridemism
CHI_tsr_pan_asianism,CHI_tsr_national_construction
CHI_tsr_pan_asianism,CHI_tsr_anti_communism
CHI_tsr_pan_asianism,CHI_tsr_peace
CHI_tsr_establish_the_tewu,CHI_tsr_pan_asianism
CHI_tsr_embrace_japanese_cultural_institutions,CHI_tsr_establish_the_tewu
CHI_tsr_deepen_our_collaboration,CHI_tsr_embrace_japanese_cultural_institutions
CHI_tsr_a_new_chinese_identity,CHI_tsr_establish_the_tewu
CHI_tsr_our_place_in_the_sphere,CHI_tsr_a_new_chinese_identity
CHI_sea_fortify_shanghai,CHI_sea_military_affairs_commission
CHI_sea_the_chinese_hindenburg_line,CHI_sea_fortify_shanghai
CHI_sea_army_reform,CHI_sea_military_affairs_commission
CHI_sea_bureau_of_investigation_and_statistics,CHI_sea_military_affairs_commission
CHI_sea_60_divisions_plan,CHI_sea_army_reform
CHI_sea_whampoa_military_academy,CHI_sea_bureau_of_investigation_and_statistics
CHI_sea_expand_the_academica_sinica,CHI_sea_unified_industrial_planning
CHI_sea_chemical_research_institute,CHI_sea_expand_the_academica_sinica
CHI_sea_rural_reconstruction_movement,CHI_sea_unified_industrial_planning
CHI_sea_mining_commission,CHI_sea_rural_reconstruction_movement
CHI_sea_taiyuan_arsenal,CHI_sea_mining_commission
CHI_sea_develop_the_hanyan_arsenal,CHI_sea_mining_commission
CHI_sea_financial_policy,CHI_sea_unified_industrial_planning
CHI_sea_price_controls,CHI_sea_financial_policy
CHI_sea_grain_tax,CHI_sea_price_controls
CHI_sea_reform_the_national_bank,CHI_sea_price_controls
CHI_sea_forced_loans,CHI_sea_reform_the_national_bank
CHI_mission_to_germany,CHI_invite_foreign_investors
CHI_give_falkenhausen_citizenship,CHI_mission_to_germany
CHI_chinese_general_staff,CHI_give_falkenhausen_citizenship
CHI_chinese_general_staff,CHI_closer_ties_with_germany
CHI_wargaming_division,CHI_chinese_general_staff
CHI_closer_ties_with_germany,CHI_mission_to_germany
CHI_purchase_tanks,CHI_closer_ties_with_germany
CHI_chinese_panzers,CHI_purchase_tanks
CHI_chinese_panzers,CHI_closer_ties_with_germany
CHI_tank_plant,CHI_chinese_panzers
CHI_experimental_mechanised_unit,CHI_purchase_tanks
CHI_combined_arms_warfare,CHI_experimental_mechanised_unit
CHI_hire_soviet_designer,CHI_purchase_tanks
CHI_hire_soviet_designer,CHI_rapprochement_with_soviet_union
CHI_joint_tank_development,CHI_hire_soviet_designer
CHI_mission_to_the_soviet_union,CHI_invite_foreign_investors
CHI_rapprochement_with_soviet_union,CHI_mission_to_the_soviet_union
CHI_invite_soviet_advisers,CHI_mission_to_the_soviet_union
CHI_the_soviet_volunteer_group,CHI_invite_soviet_advisers
CHI_reach_out_to_france,CHI_invite_foreign_investors
CHI_small_arms_expertise,CHI_reach_out_to_france
CHI_elite_mountaineers,CHI_invite_soviet_advisers
CHI_heavy_weapons,CHI_elite_mountaineers
CHI_guarantee_the_hanoi_route,CHI_reach_out_to_france
CHI_construction_battalions,CHI_guarantee_the_hanoi_route
CHI_french_military_mission,CHI_guarantee_the_hanoi_route
CHI_french_drill,CHI_heavy_weapons
CHI_french_drill,CHI_french_military_mission
CHI_modern_logistics,CHI_french_drill
CHI_renegotiate_the_unequal_treaties,CHI_modern_logistics
CHI_one_china_policy,CHI_renegotiate_the_unequal_treaties
CHI_integrate_tibet,CHI_one_china_policy
CHI_conquer_tibet,CHI_one_china_policy
CHI_renounce_the_mcmahon_line,CHI_integrate_tibet
CHI_demand_mongolia,CHI_renounce_the_mcmahon_line
CHI_anti_imperialism,CHI_renegotiate_the_unequal_treaties
CHI_guidance_and_support,CHI_anti_imperialism
CHI_commit_to_korean_independence,CHI_guidance_and_support
CHI_indian_cooperation,CHI_anti_imperialism
CHI_influence_mongolia,CHI_indian_cooperation
CHI_imperial_legacy,CHI_renegotiate_the_unequal_treaties
CHI_overlordship_over_indochina,CHI_imperial_legacy
CHI_dominate_japan,CHI_imperial_legacy
CHI_secure_the_peninsula,CHI_overlordship_over_indochina
CHI_british_cooperation,CHI_invite_foreign_investors
CHI_burma_road,CHI_british_cooperation
CHI_ledo_road,CHI_burma_road
CHI_ledo_road,CHI_the_hump
CHI_fighter_purchases,CHI_british_cooperation
CHI_camco,CHI_fighter_purchases
CHI_local_fighter_production,CHI_burma_road
CHI_local_fighter_production,CHI_camco
CHI_local_bomber_production,CHI_local_fighter_production
CHI_the_hump,CHI_camco
CHI_the_hump,CHI_hire_chennault
CHI_chinese_expeditionary_force,CHI_the_hump
CHI_the_chu_x_po,CHI_camco
CHI_mission_to_the_us,CHI_invite_foreign_investors
CHI_hire_chennault,CHI_mission_to_the_us
CHI_invite_the_flying_tigers,CHI_hire_chennault
CHI_sino_american_cooperative_organization,CHI_invite_the_flying_tigers
CHI_light_cruiser_project,CHI_mission_to_the_us
CHI_light_cruiser_project,CHI_order_destroyers
CHI_heavy_cruiser_project,CHI_light_cruiser_project
CHI_naval_aviation,CHI_heavy_cruiser_project
